ia_fund_name,ia_management_company,ia_sector,isin,resolved_name,status,confidence,triage_reason
Aviva Investors UK Listed Equity Unconstrained,Aviva Investors UK Fund Services Limited,UK All Companies,GB00BMX6T015,Aviva Investors UK Listed Equity Unconstrained Fund 1 GBP Acc,matched,1.0,
AXA World Funds - Framlington UK,AXA Fund Management SA (Luxembourg),UK All Companies,LU0503939687,AXA World Funds - Framlington Evolving Trends I Distribution GBP (Hedged),review,0.7232,no decisive brand/region/style signal
AXA Framlington UK Select Opportunities Fund,AXA IM UK Limited,UK All Companies,GB00BPX35T46,AXA Framlington UK Select Opportunities Fund - D Accumulation,matched,1.0,
AXA UK Sustainable Equity Fund,AXA IM UK Limited,UK All Companies,GB00BPX35P08,AXA UK Sustainable Equity Fund - D Accumulation,matched,1.0,
AXA Framlington UK Mid Cap Fund,AXA IM UK Limited,UK All Companies,GB00BPX35R22,AXA Framlington UK Mid Cap Fund - D Accumulation,matched,1.0,
Baillie Gifford UK Equity Alpha,Baillie Gifford & Co Limited,UK All Companies,GB0005857783,Baillie Gifford UK Equity Alpha Fund Class A Acc,matched,1.0,
Baillie Gifford UK Equity Core Growth Fund,Baillie Gifford & Co Limited,UK All Companies,GB00BZ3G2258,Baillie Gifford Investment Funds II ICVC - Baillie Gifford UK Equity Core Growth Fund B Accumulation,matched,0.8789,
Barclays UK Alpha Fund,Barclays Asset Managers Limited,UK All Companies,GB00B0PQG715,Barclays UK Alpha Fund A Acc GBP,matched,1.0,
GlobalAccess UK Opportunities Fund,Barclays Multi Manager Fund PLC,UK All Companies,IE00B0XXCG59,GlobalAccess UK Opportunities Fund I Acc GBP,matched,0.98,
BlackRock UK Special Situations Fund,BlackRock Investment Management (UK) Limited,UK All Companies,GB00BFBFX988,BlackRock UK Special Situations Fund X Acc,matched,1.0,
BlackRock UK Equity Fund,BlackRock Investment Management (UK) Limited,UK All Companies,GB0005803316,BlackRock UK Equity I Inc,matched,1.0,
BlackRock UK Fund,BlackRock Investment Management (UK) Limited,UK All Companies,GB00BFBFW790,BlackRock UK Fund X Acc,matched,1.0,
BlackRock Charities UK Equity Fund,BlackRock Investment Management (UK) Limited,UK All Companies,GB00BFBFWV38,BlackRock Charities UK Equity Index Fund X Acc,matched,0.9873,
BNY Mellon UK Equity Fund,BNY Mellon Fund Managers Limited,UK All Companies,US05588E6032,BNY Mellon Equity Income Fund Class I,matched,0.8831,
BNY Mellon Sustainable UK Opportunities Fund,BNY Mellon Fund Managers Limited,UK All Companies,GB00B7VZSV97,BNY Mellon Investment Fund - BNY Mellon UK Opportunities Fund (Responsible) B Accumulation,review,0.7682,no decisive brand/region/style signal
BMO Responsible UK Equity Fund,Columbia Threadneedle,UK All Companies,GB0030833981,CT Responsible UK Equity Fund 1 Acc,review,0.8176,no decisive brand/region/style signal
Consistent Opportunities Unit Trust,Consistent Unit Trust Management Co Ltd,UK All Companies,GB0002177581,Consistent Opportunities Unit Trust Acc,matched,1.0,
UK Equity Fund,Coutts RBS Collective Investment Funds Limited,UK All Companies,GB00B5W74904,iShares UK Equity Index Fund (UK) X Acc,unresolved,0.7176,
CT UK Fund,CT Investment Services Ltd,UK All Companies,GB00B84PM559,CT UK Fund Z Accumulation GBP,matched,0.96,
CT UK Institutional Fund,CT Investment Services Ltd,UK All Companies,GB00B630YG26,CT UK Fund Institutional Accumulation GBP,matched,1.0,
CT UK Growth & Income Fund,CT Investment Services Ltd,UK All Companies,GB00B8848T44,CT UK Growth & Income Fund Z Income GBP,matched,1.0,
CT UK Mid 250 Fund,CT Investment Services Ltd,UK All Companies,GB00B8BX5X11,CT UK Mid 250 Fund Z Accumulation GBP,matched,1.0,
CT UK Sustainable Equity Fund,CT Investment Services Ltd,UK All Companies,GB00B888FR33,CT UK Equity Income Fund Z Accumulation GBP,review,0.7389,no decisive brand/region/style signal
Dimensional UK Core Equity Fund,Dimensional Fund Advisors Ltd,UK All Companies,GB00B15JMH94,Dimensional UK Core Equity Fund GBP Accumulation,matched,1.0,
Dimensional UK Value Fund,Dimensional Fund Advisors Ltd,UK All Companies,GB0033771766,Dimensional UK Value Fund GBP Accumulation,matched,1.0,
EdenTree Sustainable  UK Equity Fund,EdenTree Investment Management Limited,UK All Companies,GB0009371310,EdenTree Sustainable UK Equity Fund A Income,matched,1.0,
EdenTree  Sustainable UK Equity Opportunities,EdenTree Investment Management Limited,UK All Companies,GB0008445982,EdenTree Sustainable UK Equity Opportunities Fund A Income,matched,1.0,
New Capital Dynamic UK Equity Fund,EFG Asset Management (UK) Limited,UK All Companies,IE00BD6P7086,New Capital Dynamic UK Equity Fund GBP X Acc,matched,0.98,
Fidelity UK Select Fund,Fidelity International,UK All Companies,GB00BP2R2M99,Fidelity UK Select R Acc,matched,1.0,
Fidelity Special Situations Fund,Fidelity International,UK All Companies,GB00BT8PX442,Fidelity Special Situations Fund L-Accumulation,matched,1.0,
Fidelity Sustainable UK Equity fund,Fidelity International,UK All Companies,GB0003373668,Fidelity Sustainable UK Equity Fund W Accumulation,matched,1.0,
Fidelity UK Opportunities Fund,Fidelity International,UK All Companies,GB00BH7HNY76,Fidelity UK Opportunities Fund W Accumulation,matched,1.0,
FTF ClearBridge UK Rising Dividends Fund,Franklin Templeton Fund Management Limited,UK All Companies,GB00B5MJ5601,FTF ClearBridge UK Rising Dividends Fund W (Acc),matched,0.9833,
FTF ClearBridge UK Mid Cap Fund,Franklin Templeton Fund Management Limited,UK All Companies,GB00BZ8FPJ50,FTF ClearBridge UK Mid Cap Fund S (Acc),matched,0.9778,
FTF ClearBridge UK Managers' Focus Fund,Franklin Templeton Fund Management Limited,UK All Companies,GB00BZ8FPB74,FTF ClearBridge UK Managers' Focus Fund S (Acc),matched,0.9824,
FP Russell UK Growth Assets Fund,FundRock Partners Limited,UK All Companies,GB00B4L1FT37,FP Russell Investments ICVC - UK Growth Assets Fund Class C Accumulation,matched,0.8765,
FP Octopus UK Future Generations Impact Fund,FundRock Partners Limited,UK All Companies,GB00BKPC9J26,FP Octopus UK Future Generations Fund C GBP Acc,matched,0.8922,
FP Mattioli Woods UK Dynamic Fund,FundRock Partners Limited,UK All Companies,GB00BMF9P118,FP Mattioli Woods Funds ICVC - FP Mattioli Woods UK Dynamic Fund B GBP Inc,review,0.8421,no decisive brand/region/style signal
HL UK,Hargreaves Lansdown Fund Managers Limited,UK All Companies,GB00BS6W6749,HL UK Class Z GBP Accumulation,matched,0.9,
HL Select UK Growth Shares,Hargreaves Lansdown Fund Managers Limited,UK All Companies,GB00BD5M6140,HL Select UK Growth Fund A Acc,review,0.8562,no decisive brand/region/style signal
HSBC UK Growth & Income Fund,HSBC Asset Management (Fund Services UK) Limited,UK All Companies,GB00B715G377,HSBC UK Growth & Income C Acc,matched,1.0,
HSBC UK Multi-Factor Equity Fund,HSBC Asset Management (Fund Services UK) Limited,UK All Companies,GB00BV6PML09,HSBC UK Multi-Factor Equity Fund S Accumulation,matched,1.0,
Invesco UK Equity High Income Fund,Invesco,UK All Companies,GB00B8N46L71,Invesco UK Equity High Income Fund (UK) Z Accumulation,matched,1.0,
Invesco UK Equity Income Fund,Invesco,UK All Companies,GB00B8N46V79,Invesco UK Equity Income Fund (UK) Z Accumulation,matched,1.0,
UK Opportunities Fund (UK),Invesco,UK All Companies,GB0033031153,Invesco UK Opportunities Fund (UK) (Acc),matched,0.94,
Invesco Income & Growth Fund (UK),Invesco,UK All Companies,GB00B8N46N95,Invesco Income & Growth Fund (UK) Z (Acc),matched,1.0,
Invesco UK Enhanced Index Fund (UK),Invesco,UK All Companies,GB00BZ8GWY28,Invesco UK Enhanced Index Fund (UK) Z (Acc),matched,1.0,
IFSL Marlborough Special Situations Fund,Investment Fund Services Limited,UK All Companies,GB00B659XQ05,IFSL Marlborough Special Situations A Acc,matched,0.9833,
IFSL Marlborough Multi-Cap Growth Fund,Investment Fund Services Limited,UK All Companies,GB00BR54GN05,IFSL Marlborough Multi-Cap Growth Fund Class P Acc,matched,0.9824,
IFSL Church House UK Equity Growth,Investment Fund Services Limited,UK All Companies,GB00BMG70S62,IFSL Church House UK Equity Growth Fund Z Acc,matched,0.9829,
IFSL RC Brown UK Primary Opportunities Fund,Investment Fund Services Limited,UK All Companies,GB00B905T773,IFSL RC Brown UK Primary Opportunities Fund Class P Acc,matched,0.9846,
IFSL Evenlode Income,Investment Fund Services Limited,UK All Companies,GB00BD0B7C49,IFSL Evenlode Income B Accumulation,matched,0.9571,
IFSL Ascot Lloyd UK Equity Fund,Investment Fund Services Limited,UK All Companies,GB00BNDM9T56,IFSL Ascot Lloyd UK Equity Fund Class A GBP Accumulation,matched,0.9778,
IFSL Titan Square Mile UK Equity,Investment Fund Services Limited,UK All Companies,GB00BS1J9711,IFSL Titan Square Mile UK Equity Fund X GBP Accumulation,matched,0.9818,
JOHCM UK Growth Fund,J O Hambro Capital Management Limited,UK All Companies,IE00BLLV8D79,JOHCM UK Growth Fund I EUR Acc,matched,1.0,
JOHCM UK Dynamic Fund,J O Hambro Capital Management Limited,UK All Companies,IE00BLLV8D79,JOHCM UK Growth Fund I EUR Acc,unresolved,0.6903,
JPM UK Dynamic Fund,J.P. Morgan Asset Management,UK All Companies,GB00BN71WN32,JPM UK Dynamic Fund X - Net Accumulation,matched,0.9541,
JPM UK Equity Core Fund,J.P. Morgan Asset Management,UK All Companies,GB00BN71WQ62,JPM UK Equity Core Fund X - Net Accumulation,matched,0.9743,
JPM UK Equity Growth Fund,J.P. Morgan Asset Management,UK All Companies,GB00B3FJQB55,JPM UK Equity Growth Fund B - Net Accumulation,matched,0.9817,
JPMorgan Fund II ICVC - JPM UK Equity Plus Fund,J.P. Morgan Asset Management,UK All Companies,,,unresolved,,
Janus Henderson UK Alpha Fund,Janus Henderson Investors,UK All Companies,GB0030956832,Janus Henderson UK Alpha Fund I Acc,matched,1.0,
Janus Henderson Institutional UK Index Opportunities Trust,Janus Henderson Investors,UK All Companies,GB00B02ZBX27,Janus Henderson Institutional UK Index Opportunities Trust I Acc,matched,1.0,
Janus Henderson Institutional Mainstream UK Equity Trust,Janus Henderson Investors,UK All Companies,GB00B02ZBV03,Janus Henderson Institutional Mainstream UK Equity Trust I Acc,matched,1.0,
Janus Henderson Institutional High Alpha UK Equity Fund,Janus Henderson Investors,UK All Companies,GB00B1WSC029,Janus Henderson Institutional High Alpha UK Equity Fund I Acc,matched,1.0,
Jupiter UK Growth Fund,Jupiter Unit Trust Managers Limited,UK All Companies,GB00BJJQ5V78,Jupiter UK Growth Fund J Accumulation,matched,1.0,
Jupiter UK Dynamic Equity fund,Jupiter Unit Trust Managers Limited,UK All Companies,GB00B4KL9F89,Jupiter UK Dynamic Equity I Acc,matched,1.0,
Jupiter UK Mid Cap Fund,Jupiter Unit Trust Managers Limited,UK All Companies,GB00B1XG9482,Jupiter UK Mid Cap Fund I GBP Acc,matched,1.0,
Jupiter UK Dynamic Equity fund,Jupiter Unit Trust Managers Limited,UK All Companies,GB00B4KL9F89,Jupiter UK Dynamic Equity I Acc,matched,1.0,
Jupiter UK Alpha Fund,Jupiter Unit Trust Managers Limited,UK All Companies,GB00BFYN3R70,Jupiter UK Alpha Fund I GBP Acc,matched,1.0,
Lazard UK Omega Fund,Lazard Fund Managers Limited,UK All Companies,GB00B24DZY77,Lazard UK Omega Fund A Acc,matched,1.0,
L&G Future World UK Equity Fund,Legal & General Investment Management Limited,UK All Companies,GB00B887M570,Legal & General Future World UK Equity Fund Class L GBP Income,matched,0.8808,
Liontrust UK Growth Fund,Liontrust Investment Partners LLP,UK All Companies,GB00BNGB8J22,Liontrust UK Growth Fund I Acc,matched,1.0,
Liontrust UK Ethical Fund,Liontrust Investment Partners LLP,UK All Companies,GB00B8HCSD36,Liontrust UK Ethical Fund Class 2 Net Accumulation,matched,0.9817,
Liontrust Sustainable Future UK Growth Fund,Liontrust Investment Partners LLP,UK All Companies,GB0030028764,Liontrust Sustainable Future UK Growth Fund Class 2 Net Accumulation,matched,1.0,
Liontrust Special Situations Fund,Liontrust Investment Partners LLP,UK All Companies,GB00BG0J2688,Liontrust Special Situations Fund I Acc,matched,1.0,
Liontrust UK Equity Fund,Liontrust Investment Partners LLP,UK All Companies,GB00B88NK732,Liontrust UK Equity Fund - Class X Accumulation,matched,1.0,
Liontrust MA UK Equity Fund,Liontrust Investment Partners LLP,UK All Companies,GB00B7KMK266,Liontrust MA UK Equity Fund Class Class A Accumulation,matched,1.0,
SWIP Multi-Manager UK Equity Focus Fund,Lloyds Wealth Management Limited,UK All Companies,,,unresolved,,
M&G UK Sustain Paris Aligned Fund,M&G Securities Limited,UK All Companies,GB00B6677B69,M&G UK Sustain Paris Aligned Fund Sterling I Acc,matched,0.9615,
M&G Recovery Fund,M&G Securities Limited,UK All Companies,GB00B4X1L373,M&G Recovery Fund Sterling I Acc,matched,0.8714,
Man Undervalued Assets Fund,Man Fund Management UK Limited,UK All Companies,GB00BFH3NC99,Man UK ICVC - Man Undervalued Assets Fund Professional Accumulation Shares (Class C),matched,0.8216,all distinctive IA tokens present and brand agrees
MGTS AFH DA UK Equity Fund,Margetts Fund Management Ltd,UK All Companies,GB00BKX8BD03,MGTS AFH DA Fund - MGTS AFH DA UK Equity Fund I GBP Acc,review,0.85,no decisive brand/region/style signal
Blenheim UK Equity Fund,Margetts Fund Management Ltd,UK All Companies,GB00BNDQ9203,THE BLENHEIM FUND - Blenheim UK Equity Fund B GBP Income,review,0.8235,no decisive brand/region/style signal
Marks & Spencer UK Selection Portfolio,Marks & Spencer Unit Trust Managers Ltd,UK All Companies,GB0005652200,The Marks And Spencer Uk Selection Portfolio Acc,matched,0.98,
MFS Meridian UK Equity Fund,MFS International (UK) Ltd,UK All Companies,LU0219433983,MFS Meridian Funds - Global Equity Fund I1 GBP,rejected,0.8306,candidate is global but IA is region-specific {'uk'}
Montanaro UK Income Fund,Montanaro Asset Management Limited,UK All Companies,IE00BFFK9L34,Montanaro UK Income Fund GBP Accumulation class,matched,1.0,
NFU UK Growth Fund,NFU Mutual Unit Managers Ltd,UK All Companies,GB00B56BDS09,Liontrust UK Growth Fund I Inc,unresolved,0.6902,
Ninety One UK Special Situations Fund,Ninety One Fund Managers UK Limited,UK All Companies,GB00B1XFJS91,Ninety One Funds Series i - UK Special Situations Fund I Acc GBP,matched,1.0,
Ninety One UK Franchise Fund,Ninety One Fund Managers UK Limited,UK All Companies,GB00BV9G3J51,Ninety One Funds Series i - UK Franchise Fund I Acc GBP,matched,1.0,
Polar Capital Funds Plc - UK Value Opportunities Fund,Polar Capital Funds Plc,UK All Companies,IE00BD81XX91,Polar Capital Funds PLC - Polar Capital UK Value Opportunities Fund Class I Acc,matched,0.9509,
Premier Miton UK Focus Fund,Premier Miton Investment Funds (Dublin) plc,UK All Companies,IE0033377494,Premier Miton UK Focus Fund I Class Shares GBP Income,matched,0.9581,
Premier Miton Responsible UK Equity,Premier Portfolio Managers Limited,UK All Companies,GB00BLBJB877,Premier Miton Responsible UK Equity B accumulation,matched,1.0,
Premier Miton UK Growth,Premier Portfolio Managers Limited,UK All Companies,GB00B1H11H65,Premier Miton UK Growth B income,matched,1.0,
Premier Miton UK Value Opportunities,Premier Portfolio Managers Limited,UK All Companies,GB00B8QW1M42,Premier Miton UK Value Opportunities Fund Class B Accumulation,matched,1.0,
Quilter Investors UK Equity Growth Fund,Quilter Investors Limited,UK All Companies,GB00B7WCRP68,Quilter Investors UK Equity Growth Fund A (GBP) Accumulation,matched,1.0,
Quilter Investors UK Equity Opportunities Fund,Quilter Investors Limited,UK All Companies,GB00B8117B71,Quilter Investors UK Equity Opportunities Fund A (GBP) Accumulation,matched,1.0,
Quilter Investors UK Equity Fund,Quilter Investors Limited,UK All Companies,GB00BFWK8976,Quilter Investors UK Equity Fund U2 (GBP) Accumulation,matched,1.0,
Rathbone UK Opportunities Fund,Rathbone Unit Trust Management Limited,UK All Companies,GB00B7FQM503,Rathbone UK Opportunities Fund I Acc,matched,1.0,
Royal London Sustainable Leaders Trust,Royal London Asset Management Limited,UK All Companies,GB00B7YH3F12,Royal London Sustainable Leaders Trust Class B Acc,matched,1.0,
Royal London UK Growth Trust,Royal London Asset Management Limited,UK All Companies,GB0001597979,Royal London UK Growth Trust,matched,1.0,
Royal London UK Dividend Growth Fund,Royal London Asset Management Limited,UK All Companies,GB00BPR9Y576,Royal London UK Dividend Growth Fund Z Income,matched,1.0,
Royal London UK Equity Fund,Royal London Asset Management Limited,UK All Companies,GB00BJ9MHJ70,Royal London UK Equity Income Fund Z GBP Acc,matched,1.0,
Royal London UK-Mid Cap Growth Fund,Royal London Asset Management Limited,UK All Companies,GB00BGDYFQ14,Royal London UK Mid Cap Growth Fund Class R Acc,matched,1.0,
Royal London UK Core Equity Tilt Fund,Royal London Asset Management Limited,UK All Companies,GB00B523MH29,Royal London UK Core Equity Tilt Fund Z Accumulation,matched,1.0,
Royal London UK Broad Equity Tilt Fund,Royal London Asset Management Limited,UK All Companies,GB00BPBJRB09,Royal London UK Broad Equity Tilt Fund Class Z Accumulation,matched,1.0,
